      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      13.9722      13.9722      13.9722      13.9722      13.9722      13.9722
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
      10.6106      10.6106      10.6106      10.6106      10.6106      10.6106
